Date,Network,Post Type,Content Type,Linked Content,Impressions,Organic Impressions,Paid Impressions,Reach,Organic Reach,Paid Reach,Potential Reach,Engagement Rate (per Impression),Engagements,Reactions,Likes,Dislikes,Love Reactions,Haha Reactions,Wow Reactions,Sad Reactions,Angry Reactions,Comments,Shares,Saves,Post Link Clicks,SproutLink Clicks,Other Post Clicks,Post Clicks (All),Other Engagements,Subscribers Gained from Video,Annotation Clicks,Card Clicks,Video Views,Organic Video Views,Paid Video Views,Partial Video Views,Organic Partial Video Views,Paid Partial Video Views,Full Video Views,Organic Full Video Views,Paid Full Video Views,Full Video View Rate,Follow Video Views,For You Video Views,Hashtag Video Views,Business Account Video Views,Others Video Views,Search Video Views,Sound Video Views,Unspecified Video Views,Estimated Minutes Watched,Story Taps Back,Story Taps Forward,Story Exits,Story Replies,Video Added to Playlists,Subscribers Lost from Video,Video Removed from Playlists,Average Video Time Watched (Seconds),Poll Votes,Tags
4/10/25 16:29,Instagram,Story,Video,,"2,660","2,660",,"2,601","2,601",,,1.47%,39,,,,,,,,,0,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,"1,801",724,0,,,,,,
1/20/25 21:52,Instagram,Story,Photo,,"5,083","5,083",,"4,902","4,902",,,0.77%,39,,,,,,,,,2,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,"3,565","1,546",2,,,,,,
1/29/25 22:31,Instagram,Story,Photo,,"5,275","5,275",,"5,275","5,275",,,0.70%,37,,,,,,,,,2,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455,"3,492","1,821",2,,,,,,
5/6/25 12:19,Instagram,Story,Video,,"2,834","2,834",,"2,730","2,730",,,1.13%,32,,,,,,,,,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,"2,264",462,1,,,,,,
8/19/25 14:12,Instagram,Story,Video,,"3,353","3,353",,"2,521","2,521",,,0.84%,28,,,,,,,,,2,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219,"1,926",636,2,,,,,,
2/12/25 6:17,Instagram,Story,Photo,,"4,350","4,350",,"4,105","4,105",,,0.64%,28,,,,,,,,,3,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226,"3,279","1,007",3,,,,,,
12/4/25 9:04,Instagram,Story,Video,,"3,176","3,176",,"2,454","2,454",,,0.79%,25,,,,,,,,,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,"2,221",447,0,,,,,,
11/5/25 11:17,Instagram,Story,Video,,"3,673","3,673",,"2,784","2,784",,,0.68%,25,,,,,,,,,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338,"2,020",485,0,,,,,,
2/17/25 16:54,Instagram,Story,Photo,,"3,800","3,800",,"3,630","3,630",,,0.66%,25,,,,,,,,,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,"2,975",911,0,,,,,,
1/30/25 23:10,Instagram,Story,Photo,,"5,598","5,598",,"5,598","5,598",,,0.43%,24,,,,,,,,,6,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,"3,953","1,755",6,,,,,,
8/26/25 13:55,Instagram,Story,Photo,,"4,593","4,593",,"3,350","3,350",,,0.50%,23,,,,,,,,,1,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281,"2,729",744,1,,,,,,
11/12/25 8:44,Instagram,Story,Video,,"4,158","4,158",,"3,168","3,168",,,0.53%,22,,,,,,,,,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,"2,689",701,0,,,,,,
8/28/25 16:12,Instagram,Story,Video,,"3,822","3,822",,"2,993","2,993",,,0.58%,22,,,,,,,,,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,"2,520",526,0,,,,,,
8/27/25 15:48,Instagram,Story,Photo,,"3,921","3,921",,"3,112","3,112",,,0.48%,19,,,,,,,,,0,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,"2,447",524,0,,,,,,
7/18/25 9:26,Instagram,Story,Video,,"2,069","2,069",,"1,716","1,716",,,0.82%,17,,,,,,,,,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,"1,213",490,0,,,,,,
5/21/25 15:46,Instagram,Story,Video,,"2,086","2,086",,"1,977","1,977",,,0.81%,17,,,,,,,,,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,"1,645",454,1,,,,,,
2/18/25 19:06,Instagram,Story,Photo,,"5,309","5,309",,"5,235","5,235",,,0.32%,17,,,,,,,,,5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475,"3,773","1,579",5,,,,,,
11/5/25 11:05,Instagram,Story,Video,,"4,615","4,615",,"3,264","3,264",,,0.35%,16,,,,,,,,,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,"2,587",375,0,,,,,,
8/13/25 11:45,Instagram,Story,Video,,"2,970","2,970",,"2,580","2,580",,,0.54%,16,,,,,,,,,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,"1,955",478,1,,,,,,
3/3/25 10:50,Instagram,Story,Photo,,"3,928","3,928",,"3,757","3,757",,,0.41%,16,,,,,,,,,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,"2,669",952,0,,,,,,Enrollment/Registration
9/30/25 10:12,Instagram,Story,Video,,"4,518","4,518",,"3,566","3,566",,,0.33%,15,,,,,,,,,1,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,"2,784",608,1,,,,,,
11/4/25 11:56,Instagram,Story,Video,,"4,511","4,511",,"3,113","3,113",,,0.31%,14,,,,,,,,,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,"1,617",541,0,,,,,,
8/15/25 10:47,Instagram,Story,Video,,"3,870","3,870",,"3,230","3,230",,,0.36%,14,,,,,,,,,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,"2,646",618,0,,,,,,
12/15/25 11:37,Instagram,Story,Photo,,"3,312","3,312",,"2,765","2,765",,,0.39%,13,,,,,,,,,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,"2,677",121,0,,,,,,
8/16/25 21:07,Instagram,Story,Video,,"5,145","5,145",,"3,934","3,934",,,0.25%,13,,,,,,,,,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344,"3,247",423,0,,,,,,
5/28/25 8:34,Instagram,Story,Video,,"4,050","4,050",,"3,968","3,968",,,0.32%,13,,,,,,,,,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,"3,106",984,0,,,,,,
11/20/25 10:26,Instagram,Story,Video,,"4,138","4,138",,"3,381","3,381",,,0.29%,12,,,,,,,,,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,"2,551",841,1,,,,,,
9/29/25 11:48,Instagram,Story,Video,,"3,132","3,132",,"2,598","2,598",,,0.38%,12,,,,,,,,,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,"1,834",684,1,,,,,,
9/27/25 15:12,Instagram,Story,Video,,"3,615","3,615",,"2,693","2,693",,,0.33%,12,,,,,,,,,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,"1,978",666,0,,,,,,
8/16/25 16:30,Instagram,Story,Video,,"5,773","5,773",,"4,307","4,307",,,0.21%,12,,,,,,,,,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,"3,216",828,0,,,,,,
6/18/25 16:22,Instagram,Story,Video,,"5,415","5,415",,"5,149","5,149",,,0.22%,12,,,,,,,,,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,026","4,407",808,0,,,,,,
2/18/25 8:54,Instagram,Story,Photo,,"5,392","5,392",,"4,635","4,635",,,0.22%,12,,,,,,,,,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323,"4,164",942,3,,,,,,
1/9/25 21:04,Instagram,Story,Photo,,"4,731","4,731",,"4,731","4,731",,,0.25%,12,,,,,,,,,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,"3,416","1,240",2,,,,,,
12/15/25 11:39,Instagram,Story,Photo,,"3,141","3,141",,"2,619","2,619",,,0.35%,11,,,,,,,,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214,"2,587",115,1,,,,,,
9/26/25 9:56,Instagram,Story,Video,,"3,581","3,581",,"2,918","2,918",,,0.31%,11,,,,,,,,,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,"2,324",482,0,,,,,,
8/17/25 9:36,Instagram,Story,Video,,"4,127","4,127",,"3,117","3,117",,,0.27%,11,,,,,,,,,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470,"2,865",170,0,,,,,,
7/31/25 10:33,Instagram,Story,Video,,"2,625","2,625",,"2,015","2,015",,,0.42%,11,,,,,,,,,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261,"1,707",389,0,,,,,,
5/7/25 10:27,Instagram,Story,Photo,,"2,509","2,509",,"2,717","2,717",,,0.40%,10,,,,,,,,,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182,"2,168",514,0,,,,,,
9/25/25 9:14,Instagram,Story,Video,,"3,115","3,115",,"2,479","2,479",,,0.29%,9,,,,,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,"1,873",506,0,,,,,,
7/15/25 15:19,Instagram,Story,Photo,,"3,963","3,963",,"3,294","3,294",,,0.23%,9,,,,,,,,,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,"2,334",812,2,,,,,,
5/29/25 13:48,Instagram,Story,Video,,"2,381","2,381",,"2,219","2,219",,,0.38%,9,,,,,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,"1,633",533,0,,,,,,
5/6/25 11:51,Instagram,Story,Photo,,"3,054","3,054",,"2,908","2,908",,,0.29%,9,,,,,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,"2,466",443,0,,,,,,
1/24/25 11:20,Instagram,Story,Video,,"2,323","2,323",,"2,213","2,213",,,0.39%,9,,,,,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197,"1,637",340,0,,,,,,
1/5/25 17:40,Instagram,Story,Photo,,"5,203","5,203",,"5,203","5,203",,,0.17%,9,,,,,,,,,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,"3,857","1,212",1,,,,,,
10/31/25 10:26,Instagram,Story,Video,,"2,619","2,619",,"2,298","2,298",,,0.31%,8,,,,,,,,,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,"2,017",188,0,,,,,,
11/24/25 16:13,Instagram,Story,Photo,,"2,135","2,135",,"1,682","1,682",,,0.33%,7,,,,,,,,,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229,"1,619",111,0,,,,,,
11/3/25 11:49,Instagram,Story,Video,,"2,512","2,512",,"2,127","2,127",,,0.28%,7,,,,,,,,,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,"1,616",443,0,,,,,,
9/23/25 10:35,Instagram,Story,Video,,"5,278","5,278",,"3,854","3,854",,,0.13%,7,,,,,,,,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328,"2,862",763,1,,,,,,
9/23/25 8:45,Instagram,Story,Video,,"7,651","7,651",,"5,974","5,974",,,0.09%,7,,,,,,,,,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,"3,046",632,0,,,,,,
8/20/25 9:14,Instagram,Story,Photo,,"3,660","3,660",,"2,749","2,749",,,0.19%,7,,,,,,,,,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,"2,239",516,0,,,,,,
7/21/25 14:54,Instagram,Story,Photo,,"5,423","5,423",,"4,010","4,010",,,0.13%,7,,,,,,,,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284,"3,072",822,1,,,,,,
7/1/25 10:59,Instagram,Story,Video,,"2,877","2,877",,"2,338","2,338",,,0.24%,7,,,,,,,,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,"1,815",616,1,,,,,,
1/22/25 11:49,Instagram,Story,Video,,"1,577","1,577",,"1,512","1,512",,,0.44%,7,,,,,,,,,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,"1,306",265,0,,,,,,
12/14/25 13:09,Instagram,Story,Video,,"4,252","4,252",,"3,428","3,428",,,0.14%,6,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,"2,152",748,1,,,,,,
8/21/25 12:11,Instagram,Story,Video,,"4,904","4,904",,"3,840","3,840",,,0.12%,6,,,,,,,,,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,"3,304",538,0,,,,,,
8/19/25 9:04,Instagram,Story,Video,,"3,278","3,278",,"2,325","2,325",,,0.18%,6,,,,,,,,,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228,"1,842",394,0,,,,,,
8/19/25 8:59,Instagram,Story,Video,,"3,002","3,002",,"2,444","2,444",,,0.20%,6,,,,,,,,,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,"2,301",212,0,,,,,,
7/23/25 14:43,Instagram,Story,Video,,"2,020","2,020",,"1,777","1,777",,,0.30%,6,,,,,,,,,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,"1,754",49,0,,,,,,
7/14/25 12:17,Instagram,Story,Video,,"4,119","4,119",,"3,304","3,304",,,0.15%,6,,,,,,,,,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,"3,023",538,0,,,,,,
3/14/25 14:10,Instagram,Story,Video,,"2,059","2,059",,"2,027","2,027",,,0.29%,6,,,,,,,,,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,"1,557",463,0,,,,,,
12/15/25 12:59,Instagram,Story,Photo,,"2,696","2,696",,"2,369","2,369",,,0.19%,5,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,"2,319",155,2,,,,,,
12/15/25 11:40,Instagram,Story,Photo,,"3,035","3,035",,"2,525","2,525",,,0.16%,5,,,,,,,,,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,"2,544",110,0,,,,,,
10/20/25 9:13,Instagram,Story,Photo,,"3,682","3,682",,"2,988","2,988",,,0.14%,5,,,,,,,,,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,"2,247",588,0,,,,,,
10/3/25 13:12,Instagram,Story,Video,,"2,039","2,039",,"1,745","1,745",,,0.25%,5,,,,,,,,,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,"1,433",250,0,,,,,,
10/1/25 14:39,Instagram,Story,Photo,,"3,111","3,111",,"2,460","2,460",,,0.16%,5,,,,,,,,,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,"1,994",547,0,,,,,,
9/3/25 20:13,Instagram,Story,Photo,,"4,529","4,529",,"3,543","3,543",,,0.11%,5,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189,"2,932",718,1,,,,,,
8/27/25 18:09,Instagram,Story,Video,,"3,350","3,350",,"2,681","2,681",,,0.15%,5,,,,,,,,,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315,"2,100",518,0,,,,,,
8/21/25 10:56,Instagram,Story,Photo,,"5,439","5,439",,"4,332","4,332",,,0.09%,5,,,,,,,,,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,"3,383",679,0,,,,,,
8/15/25 17:00,Instagram,Story,Video,,"4,181","4,181",,"3,690","3,690",,,0.12%,5,,,,,,,,,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221,"2,961",794,0,,,,,,
7/22/25 12:34,Instagram,Story,Video,,"3,060","3,060",,"2,282","2,282",,,0.16%,5,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,"1,529",551,1,,,,,,
5/17/25 20:57,Instagram,Story,Video,,"4,465","4,465",,"4,340","4,340",,,0.11%,5,,,,,,,,,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,"3,917",442,0,,,,,,
2/27/25 9:37,Instagram,Story,Video,,"1,694","1,694",,"1,615","1,615",,,0.30%,5,,,,,,,,,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236,"1,500",109,0,,,,,,
2/25/25 11:22,Instagram,Story,Video,,"1,997","1,997",,"1,808","1,808",,,0.25%,5,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,"1,607",298,1,,,,,,
2/4/25 10:25,Instagram,Story,Photo,,"1,716","1,716",,"1,659","1,659",,,0.29%,5,,,,,,,,,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,"1,387",270,0,,,,,,
11/3/25 9:33,Instagram,Story,Video,,"2,787","2,787",,"2,237","2,237",,,0.14%,4,,,,,,,,,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,"1,734",250,0,,,,,,
10/29/25 13:06,Instagram,Story,Photo,,"2,966","2,966",,"2,052","2,052",,,0.13%,4,,,,,,,,,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413,"2,195",80,0,,,,,,
10/7/25 13:08,Instagram,Story,Video,,"2,092","2,092",,"1,787","1,787",,,0.19%,4,,,,,,,,,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,"1,448",307,0,,,,,,
9/30/25 11:34,Instagram,Story,Video,,"4,215","4,215",,"3,319","3,319",,,0.09%,4,,,,,,,,,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293,"3,039",429,0,,,,,,
9/26/25 15:22,Instagram,Story,Photo,,"3,424","3,424",,"2,757","2,757",,,0.12%,4,,,,,,,,,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,"2,106",594,0,,,,,,
9/4/25 12:38,Instagram,Story,Photo,,"5,111","5,111",,"3,770","3,770",,,0.08%,4,,,,,,,,,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,"3,229",686,0,,,,,,
8/23/25 9:39,Instagram,Story,Video,,"3,773","3,773",,"3,023","3,023",,,0.11%,4,,,,,,,,,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,"2,236",713,0,,,,,,
8/22/25 22:55,Instagram,Story,Video,,"3,849","3,849",,"3,192","3,192",,,0.10%,4,,,,,,,,,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,"2,551",668,0,,,,,,
8/18/25 14:32,Instagram,Story,Photo,,"3,042","3,042",,"2,344","2,344",,,0.13%,4,,,,,,,,,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,"2,154",366,0,,,,,,
8/3/25 17:16,Instagram,Story,Video,,"2,576","2,576",,"2,115","2,115",,,0.16%,4,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,"1,581",498,2,,,,,,
7/31/25 8:32,Instagram,Story,Photo,,"3,261","3,261",,"2,364","2,364",,,0.12%,4,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,"1,893",425,2,,,,,,
7/23/25 14:46,Instagram,Story,Photo,,"2,409","2,409",,"2,017","2,017",,,0.17%,4,,,,,,,,,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,"1,639",75,0,,,,,,
6/13/25 8:34,Instagram,Story,Video,,"3,243","3,243",,"3,206","3,206",,,0.12%,4,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,"2,238",763,2,,,,,,
3/31/25 12:46,Instagram,Story,Photo,,"2,319","2,319",,"2,249","2,249",,,0.17%,4,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,"1,783",445,3,,,,,,
2/25/25 11:18,Instagram,Story,Video,,"2,181","2,181",,"1,977","1,977",,,0.18%,4,,,,,,,,,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,"1,608",365,0,,,,,,
2/20/25 10:02,Instagram,Story,Photo,,"2,918","2,918",,"2,792","2,792",,,0.14%,4,,,,,,,,,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,"2,057",697,0,,,,,,
2/17/25 10:05,Instagram,Story,Photo,,"2,767","2,767",,"2,542","2,542",,,0.14%,4,,,,,,,,,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,"2,382",434,0,,,,,,
2/12/25 12:50,Instagram,Story,Photo,,"3,657","3,657",,"3,407","3,407",,,0.11%,4,,,,,,,,,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308,"2,741",639,0,,,,,,
11/24/25 10:58,Instagram,Story,Photo,,"2,917","2,917",,"2,304","2,304",,,0.10%,3,,,,,,,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,"1,753",468,0,,,,,,
11/1/25 12:00,Instagram,Story,Photo,,"4,440","4,440",,"3,357","3,357",,,0.07%,3,,,,,,,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,"2,389",743,0,,,,,,
10/31/25 10:36,Instagram,Story,Video,,"2,573","2,573",,"2,235","2,235",,,0.12%,3,,,,,,,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184,"1,768",337,0,,,,,,
10/24/25 13:14,Instagram,Story,Video,,"2,737","2,737",,"2,261","2,261",,,0.11%,3,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,"1,746",537,1,,,,,,Shocker Spirit
10/16/25 16:21,Instagram,Story,Video,,"3,195","3,195",,"2,363","2,363",,,0.09%,3,,,,,,,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,"1,652",532,0,,,,,,
10/1/25 9:39,Instagram,Story,Video,,"2,737","2,737",,"2,267","2,267",,,0.11%,3,,,,,,,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,"1,795",502,0,,,,,,
9/30/25 13:57,Instagram,Story,Video,,"3,858","3,858",,"3,113","3,113",,,0.08%,3,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,"2,575",561,1,,,,,,
9/13/25 16:57,Instagram,Story,Video,,"2,510","2,510",,"2,019","2,019",,,0.12%,3,,,,,,,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,"1,549",480,0,,,,,,
9/11/25 9:51,Instagram,Story,Photo,,"4,874","4,874",,"3,989","3,989",,,0.06%,3,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,"3,006",895,2,,,,,,
8/28/25 19:30,Instagram,Story,Video,,"4,143","4,143",,"3,117","3,117",,,0.07%,3,,,,,,,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171,"2,215",682,0,,,,,,
8/21/25 19:44,Instagram,Story,Video,,"5,482","5,482",,"4,434","4,434",,,0.05%,3,,,,,,,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211,"3,664",537,0,,,,,,
8/18/25 12:20,Instagram,Story,Video,,"3,029","3,029",,"2,382","2,382",,,0.10%,3,,,,,,,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,"2,530",141,0,,,,,,
8/14/25 11:08,Instagram,Story,Video,,"2,554","2,554",,"2,110","2,110",,,0.12%,3,,,,,,,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,"1,536",511,0,,,,,,
8/11/25 13:37,Instagram,Story,Video,,"2,623","2,623",,"2,204","2,204",,,0.11%,3,,,,,,,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,"1,679",587,0,,,,,,
8/6/25 9:43,Instagram,Story,Photo,,"4,938","4,938",,"4,112","4,112",,,0.06%,3,,,,,,,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,"2,873",772,0,,,,,,
7/30/25 16:57,Instagram,Story,Video,,"2,662","2,662",,"2,071","2,071",,,0.11%,3,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,"1,736",403,2,,,,,,
7/30/25 14:46,Instagram,Story,Video,,"2,825","2,825",,"2,354","2,354",,,0.11%,3,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,"2,018",412,1,,,,,,
7/28/25 12:40,Instagram,Story,Video,,"4,343","4,343",,"3,521","3,521",,,0.07%,3,,,,,,,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330,"3,020",387,0,,,,,,
7/25/25 11:18,Instagram,Story,Video,,"1,888","1,888",,"1,589","1,589",,,0.16%,3,,,,,,,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,"1,177",426,0,,,,,,
7/23/25 14:53,Instagram,Story,Video,,"1,694","1,694",,"1,528","1,528",,,0.18%,3,,,,,,,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,"1,294",242,0,,,,,,
7/17/25 15:27,Instagram,Story,Video,,"2,313","2,313",,"1,813","1,813",,,0.13%,3,,,,,,,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,"1,496",376,0,,,,,,
7/9/25 15:29,Instagram,Story,Video,,"3,734","3,734",,"3,113","3,113",,,0.08%,3,,,,,,,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,"2,562",593,0,,,,,,
7/2/25 16:17,Instagram,Story,Photo,,"2,490","2,490",,"2,175","2,175",,,0.12%,3,,,,,,,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,"1,800",396,0,,,,,,
6/27/25 9:44,Instagram,Story,Video,,"1,900","1,900",,"2,341","2,341",,,0.16%,3,,,,,,,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,"1,594",440,0,,,,,,
6/12/25 13:13,Instagram,Story,Video,,"3,073","3,073",,"2,917","2,917",,,0.10%,3,,,,,,,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,"2,362",377,0,,,,,,
5/30/25 13:03,Instagram,Story,Video,,"2,455","2,455",,"2,397","2,397",,,0.12%,3,,,,,,,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,"2,009",271,0,,,,,,
5/17/25 21:01,Instagram,Story,Photo,,"4,251","4,251",,"4,157","4,157",,,0.07%,3,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396,"3,939",246,1,,,,,,
5/12/25 15:13,Instagram,Story,Photo,,"2,997","2,997",,"2,950","2,950",,,0.10%,3,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,"2,412",379,1,,,,,,
5/6/25 8:57,Instagram,Story,Photo,,"2,938","2,938",,"2,765","2,765",,,0.10%,3,,,,,,,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,"2,228",538,0,,,,,,
4/11/25 23:16,Instagram,Story,Photo,,"2,145","2,145",,"2,077","2,077",,,0.14%,3,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,"1,725",390,1,,,,,,
3/31/25 14:23,Instagram,Story,Video,,"1,916","1,916",,"1,905","1,905",,,0.16%,3,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,"1,362",436,1,,,,,,
3/21/25 12:33,Instagram,Story,Video,,"3,480","3,480",,"3,355","3,355",,,0.09%,3,,,,,,,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,"2,963",381,0,,,,,,
3/6/25 15:17,Instagram,Story,Video,,"1,954","1,954",,"2,096","2,096",,,0.15%,3,,,,,,,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,"1,516",465,0,,,,,,
